domain,length,entropy,label
dc703173e17b1c68b00f20a284.ed8cf633b914dcb1dd11eaa394bbca84.92f3ec490e033f8901fffa6beef41.419a8432ef404321c2ae325e.evil-corp.net,128,4.253291,1
igance.com,10,3.121928,0
Vyi0O4W4cscpBAajkgByFgCSJbbM1WTJ8.9SHQkz7Mw//7KLsbxJL1=an61EV9IN.SMw785qGrVIG75p=dwJfSuSM.evil-corp.net,103,5.597773,1
docs.tasoed.tech,16,3.125,0
media.abzaiailea.dev,20,3.065957,0
support.oppo.edu,16,2.95282,0
docs.oted.edu,13,2.873141,0
q4FYMczRvEtE=kfcQYycVZ6Ardk5vIw.J0rELeqPoBaelVUoblEUcRUPj.NS8tdffOZ0+4S9FO28re=Po0OoPV3.exfil.ru,96,5.399812,1
media.alpadacapo.co,19,3.110578,0
blog.ovlehe.dev,15,3.056565,0
login.liip.dev,14,3.182006,0
blog.etox.net,13,3.085055,0
www.muumoaos.gov,16,3.030639,0
login.giel.dev,14,3.093069,0
www.aciamaupme.com,18,3.155222,0
media.imzema.app,16,2.905639,0
media.owoxho.io,15,3.106891,0
abd9449fcd30759818fb8f656db5b.fb2ea2087432198368dfc672eaddf209.631c7aa75bd816a0cc89.aad51b83854fb8eb71f048c1eae195e4b9.exfil.ru,127,4.208542,1
media.siing.dev,15,3.189898,0
shop.goioug.info,16,3.125,0
assets.tofoofmi.info,20,3.146439,0
media.atfi.app,14,3.039149,0
docs.isisne.info,16,3.030639,0
auth.guanio.io,14,3.093069,0
api.etieacca.info,17,3.175123,0
8jhrBTo/edW/fLq1Qnuq=o=LNM.CxQzgBd8nLBvoz5yHdDigLS8.QB4ZY81XxQaWUR+jwXN3A.data-exfil.com,88,5.396821,1
zLub9jGrv+q9CLD++NGCD.Yr5JDiVXbREbB3jag8WtWl6=cz0MXKwX.5=L+eGCoa/Bh6taeuLBpkHVte.ZiJdhV078ipqcqbNMHW4FlF8XXGlG.tunnel.io,120,5.493366,1
login.goor.dev,14,3.182006,0
login.odto.dev,14,3.182006,0
cdn.vaonrovayo.dev,18,3.19716,0
cdn.tulo.net,12,3.084963,0
shop.unoxcoso.com,17,3.051602,0
login.amoc.co,13,3.026987,0
j4RjKiwbQrzByl=D6biBDVF/CKfsHe.TMbOdvgynKf2rQOOpV2B+s=zz=6NuQ2H.F18y/dfVuSHK5nuBa7S7=51kS8K.evil-corp.net,105,5.42917,1
support.oppi.biz,16,3.125,0
login.lueros.io,15,3.189898,0
assets.kirisi.info,18,3.169925,0
blog.ethe.tech,14,3.039149,0
api.ousda.co,12,3.084963,0
api.ovwija.io,13,2.873141,0
cdn.enocow.io,13,2.873141,0
auth.tuug.dev,13,3.026987,0
login.numiouie.edu,18,3.19716,0
login.zaal.biz,14,3.093069,0
auth.kiucta.app,15,3.056565,0
f13c7dd01873b6f43bda64a75c21.4522ba70f10741f32783a325.a3341188c8d8f3c6eda2170.9f5630b6297e428ae93266.evil-corp.net,114,4.347275,1
media.haemal.com,16,3.155639,0
docs.lessotmo.io,16,3.07782,0
blog.ipdi.gov,13,3.085055,0
vierudduop.dev,14,3.039149,0
7TSIZMWE60R94lfwlme+8/JyWZazFSRa.WcFmcyJuKEN46XdHRr64VtB2AuEy.c2server.net,74,5.252778,1
support.tocojeurut.co,21,3.177566,0
support.luous.edu,17,3.146286,0
72bK7Pr=t+jd0TCFVyg/eXV.T9RKqDHvgXxD1frBwJtXdmI./2ox/67pMROCv1D4M9b6uQDY.0fa/jrfWtFpxj8P+g1fXCRyRicol.evil-corp.net,115,5.548459,1
assets.tefa.edu,15,2.872906,0
urzituowsi.io,13,3.026987,0
media.woma.co,13,3.085055,0
assets.enemia.info,18,3.19716,0
api.oatooa.gov,14,2.753434,0
www.monebuello.edu,18,3.19716,0
auth.kaiaig.org,15,3.189898,0
d70b17545b99266f5047af0dd.b983b07d10b796818102eef17.c04c10de89db52bac3187058220.evil-corp.net,93,4.346723,1
blog.hoible.org,15,3.056565,0
mail.nauealsa.edu,17,3.146286,0
shop.pobohe.edu,15,3.056565,0
www.tuirtion.org,16,3.07782,0
blog.elelliho.tech,18,3.127987,0
shop.heed.tech,14,2.985228,0
ocluca.biz,10,3.121928,0
login.eapile.app,16,3.07782,0
login.riab.biz,14,3.182006,0
shop.ufni.app,13,3.180833,0
login.menaie.info,17,3.175123,0
shop.osna.net,13,3.085055,0
3nrx+QaQmA4o8yN0V8zwSC2/vUge.sIaaAZwx5qZ3CfsCDBqo3HRLIAONc=iyEo.DX1fgT=fdQO+ZI8MTlnJjM.botnet.xyz,97,5.558071,1
9TG9Tbxm0aWfn/b1nLMxgK4W.rXPbQHQm/1q/G9+/KZs1N85Yt.hepY7nDMzyT=v512sGXc+1.data-exfil.com,88,5.417969,1
api.emha.tech,13,3.085055,0
auth.tionto.info,16,3.030639,0
mail.wiulliable.app,19,3.115834,0
mail.pakiam.dev,15,3.189898,0
c06543d49c5538e7c2582e966.f7f7ab70a35a43c85c604f26e.evil-corp.net,65,4.349012,1
static.jaua.edu,15,3.189898,0
shop.toieobhi.tech,18,3.19716,0
api.riad.edu,12,2.918296,0
22fcd8314117b235d07ac701866dd275f2.ca522c04c38811dfc2cde.37ac36192cbc8107d7807.d8d576ee926734e0b11c47f95e.botnet.xyz,116,4.206301,1
api.leil.io,11,2.663533,0
assets.raje.biz,15,3.189898,0
mail.miid.app,13,2.719295,0
d6f9ac1a1333a6495706.504daeff53677b4b688c419acb.c2server.net,60,4.298499,1
support.toobotet.tech,21,3.172811,0
docs.ucsovoupuf.edu,19,3.155565,0
yeK9WP12rDkNC/55V2zwqpBAaqnu.Bs7tPjIZKX1aBKyJ++IfbDLgSVS4WKN5.data-exfil.com,76,5.454971,1
static.gaat.com,15,3.006239,0
blog.igkeie.dev,15,3.189898,0
shop.taussu.edu,15,3.139572,0
www.hoor.dev,12,2.855389,0
auth.coot.gov,13,3.026987,0
gzZXI6UC5O1WXYDEjqHKEo.3djZwWEQP5zP/H0ITlwX6.69UB9UQFX+oxYVUmJ=svHGLKR7ptKuh.exfil.ru,85,5.550337,1
docs.dedizion.info,18,3.155222,0
shop.lori.gov,13,3.180833,0
blog.lavo.dev,13,3.085055,0
af71e330abef5c6eb8acd740f3d3.8216a15cc017dfc2227d88.170672d82e4de9fdbd80fa.exfil.ru,83,4.186619,1
ousmois.gov,11,2.845351,0
support.ugdodomo.org,20,3.141446,0
GdTQrlUbYlAe1jcCKcWtewHAZfRgt/Kv.bttAtas/7XrhW5GC2S1HieusT.evil-corp.net,72,5.129733,1
docs.zaness.com,15,3.189898,0
konuda.org,10,3.121928,0
www.wiadaren.org,16,3.125,0
mail.alen.dev,13,3.085055,0
shop.giness.co,14,3.182006,0
static.cuunsanu.edu,19,3.195296,0
mail.zaco.com,13,2.931209,0
woousnipo.biz,13,3.180833,0
mail.muve.edu,13,3.085055,0
assets.dizo.co,14,3.182006,0
mail.elcate.edu,15,3.189898,0
luloabye.app,12,3.084963,0
assets.ioca.io,14,2.896292,0
www.otvara.net,14,3.039149,0
d64203ff43d9a9dba5646a5f22d6b51e8.d1f8b8f3267540e55e71c55e3ee140ed20.650bc11e6f9a43a0f9eeda0fbb3c.c2server.net,110,4.186787,1
cdn.anugam.net,14,3.182006,0
47pPCT/8faF75cWcfQyOnf.oxXO/O6MYmPE1w6+oq=8s1I+ySOE2.SOsSAbzYwsCwKg/GgoQOvcTOn3ut9CV.L1qUsoNzScLY3l1VwUK99eU7.exfil.ru,118,5.562385,1
support.luosow.co,17,3.146286,0
login.opgopi.co,15,2.840224,0
aeb0e630c648d6e30224acd8f8.45efa1f890dbac22e004.tunnel.io,57,4.204925,1
xyDXi7i8cN0aRsmKZ=VnoX.nZEb9Of+2uuR/x5zc8NX=mEMUAcwMAi.isn9nmSgOWhossFENd2BoO.tunnel.io,87,5.26589,1
auth.yeyeem.edu,15,2.973557,0
cdn.ionecene.org,16,3.030639,0
a0b92f948f0932369e2a27a2024f.10917e862189429076e1.8a0bdd1e313ebcec7678bc0.data-exfil.com,88,4.246897,1
e50f4ab7f6ac9f312c4cd7.299acab6118b5dac454f7b61ad8.804c102f1f5088092b41e49b548d32dbc.24755ba94433165041b17d6f611ba063c.data-exfil.com,133,4.242692,1
assets.lejo.org,15,3.189898,0
jaq=KVGwtmFJB91kki=A.mNZdje0ZiiVkLbm5kTZSs8Ypw2e.GU6RoLUPz5c5qG4VhJBfi+7lvijM/2U.M3ti8JiBjXOvNqFVBk2twk51EsYa.botnet.xyz,120,5.56377,1
media.pese.net,14,3.093069,0
assets.raorieimar.org,21,3.177566,0
auth.tionin.info,16,3.030639,0
api.ananza.dev,14,2.950212,0
login.goisgilu.edu,18,3.19716,0
auth.veosat.net,15,3.189898,0
12868d06fef5f76fd38ce398.8eda63f41d7935e85f8acae493c7.botnet.xyz,64,4.237344,1
support.pucu.gov,16,3.155639,0
docs.moness.gov,15,3.139572,0
docs.odible.io,14,3.039149,0
auth.ububla.org,15,3.189898,0
mail.laul.edu,13,2.873141,0
blog.udkube.edu,15,3.056565,0
docs.ufaboa.app,15,3.189898,0
media.duad.dev,14,2.807355,0
shop.funo.gov,13,3.180833,0
1d5e46e0b15886b533fc14972f.4fd6f1dde7c2917973faa68f.50a4663862a23f337fbcb881d1f17538377.ec7db900d6c2d37bc38e220a6cdcf4a.botnet.xyz,130,4.250737,1
api.cutuicerou.app,18,3.19716,0
blog.uebico.biz,15,3.189898,0
tBiULYMqaXl+N0LtaPK8+.hA85IAFcgHpxzmH36We8QlUB0gUG9ne/FdX.z5/qVou5Vrlge73YuPQtjqzwe7h.exfil.ru,94,5.430666,1
mail.luumluip.io,16,2.858459,0
oh5nIucz3IfuTIl9mT6L55rKlAJg.vuWfaseet5F/LKJZdTWY.8WYWHqJD=uUl8BbihCOhUfs4/J.evil-corp.net,90,5.347191,1
support.ipfi.info,17,3.175123,0
login.elue.edu,14,3.039149,0
media.erge.net,14,3.093069,0
cdn.lidudi.tech,15,3.189898,0
login.lala.dev,14,3.182006,0
shop.nessen.edu,15,3.006239,0
cdn.cisu.tech,13,3.180833,0
docs.ortoboosta.org,19,3.010571,0
84fvRkVInSINPnCS4SEiIYmzk5.li6fdLZuK+Ou/RuWip9wk.MDY/DnPaQEepqUwrS/vQ22J.AjQr0tvZegaZavtVS=B+qLGUxbP.evil-corp.net,114,5.612428,1
support.buoupo.gov,18,3.086049,0
mail.empelu.io,14,3.093069,0
static.giti.dev,15,3.139572,0
blog.nonepo.info,16,3.07782,0
auth.ofio.info,14,3.039149,0
media.maia.tech,15,3.056565,0
assets.ieri.gov,15,3.189898,0
login.ango.biz,14,3.093069,0
oKHANbLNSFVNDJcQKP7hXtjZU8vaYBc.Mrv1MFYDNg=pxqXxuihvGAKiEGTempUG6.uf05+Tf3ESJJXnJx=Rb2fE3qARbNjHHs.botnet.xyz,109,5.608518,1
docs.comovo.co,14,2.495603,0
support.ruouit.gov,18,3.19716,0
support.icox.co,15,3.189898,0
nafoer.net,10,2.921928,0
cdn.ururzo.io,13,3.085055,0
static.woca.io,14,2.950212,0
media.wema.edu,14,2.896292,0
J4AHavex7RxnLI5gdgydS6QWbte.gRnCKsdtqQWmjsLafpQXTlvA.npyb7=QEWa3BC7MivU37QMEnDw/ffth.zfTxnGhGoKDHqvMeZ1FqKJd/.exfil.ru,118,5.546009,1
uaitmournu.app,14,3.182006,0
mail.sihiic.tech,16,3.125,0
docs.vaeden.dev,15,3.006239,0
c4aa018812707139612aff5b570d01.4f048f7eb33343b356edbf.109e075743c717a1418819f2cd8.bae739dfc2abb26d8762cd9743e26eb9.evil-corp.net,128,4.349077,1
media.oafaceua.com,18,3.169925,0
blog.iblere.org,15,2.973557,0
static.imhi.tech,16,3.030639,0
mail.iblesiis.dev,17,3.146286,0
media.icmuad.dev,16,3.07782,0
mail.esce.tech,14,3.182006,0
auth.diri.io,12,3.022055,0
assets.jopa.dev,15,3.189898,0
hj1tN4WeAjpTD1=POLmm/gGM3pNUWNSG=X.O8Ua=GcQkKCBrs6Yk8EE=lyRYzGP7QbF.botnet.xyz,78,5.461496,1
mail.tadobocabi.io,18,3.155222,0
2SPuUv3gC2aF0oC9S/PMFPcrl=VN=v5iU.5tOAKzK7kUMlTrnG=BtyuHKYHJjv.GqypVG2wg8n+=TSS3A+C651S.data-exfil.com,102,5.575235,1
shop.ises.biz,13,3.026987,0
assets.urel.io,14,3.182006,0
auth.atufance.app,17,3.146286,0
cdn.zaan.io,11,2.913977,0
shop.veso.info,14,3.182006,0
shop.opleko.org,15,3.106891,0
docs.nesses.edu,15,2.789898,0
auth.itothoratu.gov,19,3.155565,0
media.imiveive.net,18,2.947703,0
docs.noho.gov,13,2.931209,0
shop.uporia.co,14,3.182006,0
shop.siwe.app,13,3.026987,0
shop.zigehihi.biz,17,3.101881,0
elmetiug.edu,12,3.022055,0
620ab9cd04714efd5664ee4b8b2d5857d3.165c360fd8df71b326ab1b.387cf8fa499b69a9e4f50f2d04.4d0b1ae49cc3967ab975ec27aa8e4357.evil-corp.net,131,4.357159,1
assets.iccuza.co,16,3.155639,0
3953eca5aa6b75de8b3c74f7f80c3907e9.9ef7bfa59a14132bbbb18d7240fb.evil-corp.net,77,4.38065,1
uXhnGU=GUVKA0GdvU/uIN8enVayrc/nl2F.9rYaeTim1D85=Uqz9ijFqcJBNTKms.xSzbhqTy4htrakBK/EaBiyZ3NEQG.c2server.net,106,5.437655,1
shop.dibesi.biz,15,3.189898,0
e2bcfbe520d3df3aee4eacbd4b2fa40793.9ba09e21117640fd11475ed72667e7.7c000e79c3a1d4225a7fcaeab835.tunnel.io,104,4.224392,1
shop.buua.io,12,3.084963,0
ae79e6f46d5fda69a1dded5fcde921.63a9c9f82fb9751d31964a1196.19a97230c6eb869523473f04d8e71.3eaa1535c949256e92426470eff4b56e3.c2server.net,134,4.148287,1
media.lana.com,14,3.182006,0
support.iopi.biz,16,3.155639,0
support.ovop.dev,16,3.155639,0
iafici.biz,10,2.521928,0
assets.oaen.net,15,2.739572,0
login.isarlona.info,19,3.181366,0
blog.mumo.biz,13,3.085055,0
7c04ec9a5e3ccf1c6347e3ca19.c5639e0741eb338431ec3b.170427a4046f1ad93e8b0a6fc7984.19ef9916d22ec63d54528d6b1.exfil.ru,114,4.180993,1
3UpypD+MmlO/mKNj7+fySQYnRqgV.nndopPxuruiT0clc/m=V5Dyf1Qva.5v6oBHgSJD/V920hKBn0RzFs.1mc36EYDcZoO6IUJaR1goE9.evil-corp.net,120,5.606995,1
support.dopoupusbo.gov,22,3.170135,0
auth.faya.co,12,3.022055,0
dfd44d78f053251065cfed900e6c.2ed7d4ebaa465e14965742a2e.8890740d6788e8117e6ecb9a1.tunnel.io,90,4.233071,1
support.tioftiro.info,21,3.177566,0
api.edtetulessed.edu,20,3.103702,0
shop.oaro.tech,14,3.182006,0
www.ufovuthiso.io,17,3.175123,0
assets.rura.app,15,2.872906,0
zeevREEyIDRSEGu3aLrl6GXir1aX1T9hc3.YChDfLz9g6xJGheclfHLUt+CPmSA4JWi.exfil.ru,76,5.184849,1
docs.toam.org,13,3.180833,0
mail.lomaso.org,15,3.056565,0
shop.koous.info,15,3.106891,0
api.erlodi.io,13,3.026987,0
blog.dozo.info,14,3.093069,0
shop.gokolo.io,14,2.835238,0
docs.udtedu.net,15,3.056565,0
j/ycvX5MC9XlyMGB/kH6CH.+z3BF/14HatZ5MxueExI71GtQfzfZQFID.=1eNB9T9hWyojULpQiBJpkWlLnwOAT.data-exfil.com,102,5.576214,1
login.gotionwo.biz,18,3.127987,0
www.eahu.dev,12,2.855389,0
231d31b432ac9ce499489af55629d7493a.e5e52e4c342076b7feb57609d7.botnet.xyz,72,4.268758,1
A85g4B6cBmQQd4PT4iNaQTJlcX5d.akPuf8TIZthhgg=VCRx/4gd56oo.bgrPa02GEr8EbA8kNIVwfsfL=+li0.data-exfil.com,101,5.338822,1
assets.iamootsa.com,19,3.010571,0
862ff22d8b3b9bfda3cda466e786699f90d.8ae07250ffb509da61a55b3909acc690e.f9f07e665d055fad2c38.data-exfil.com,105,4.187942,1
taboua.tech,11,3.095795,0
assets.pige.io,14,3.039149,0
assets.risesa.tech,18,2.927451,0
login.umpu.io,13,3.085055,0
www.seodam.dev,14,3.039149,0
login.oxof.com,14,3.093069,0
docs.ianaicin.biz,17,3.146286,0
a67decbe8b09baa131551c7ef6ef06de261.9a18b7b12d1dbb9bea25c3fcd60ef.5504c8dc05ef1daaac71d7f21ffce2d53d.c2server.net,113,4.127769,1
maruul.dev,10,3.121928,0
auth.rere.app,13,2.931209,0
zDphMREXWVYilx6bUYKYjzFzj17GPJ=WE.J9SXIAD2C6QKFEzxWRZstyaVANfeo6AHBB.data-exfil.com,83,5.458906,1
RS8v0mOhZ4UjIt9pXBnB==TRH.KfWig6ayz+madnO4aRXK6axbeY+5zw.=6pqCcnJBmioZwzyksCGa4.tunnel.io,89,5.427886,1
shop.jete.dev,13,3.180833,0
b8806e20bf65c780939c13fc09.77ef9a67d6d165af0ca6d9e9d5e9d.evil-corp.net,70,4.321862,1
cdn.vume.dev,12,2.918296,0
www.hidika.tech,15,3.189898,0
media.wihudisi.edu,18,3.127987,0
auth.ulvugihu.io,16,3.125,0
auth.teeran.net,15,2.872906,0
assets.nessetiveza.app,22,3.079226,0
mail.ilvi.org,13,3.026987,0
docs.unsoud.net,15,3.106891,0
auth.kuutcu.gov,15,3.106891,0
login.ieli.net,14,2.896292,0
www.taanceye.tech,17,3.057476,0
iojuofliid.info,15,2.923231,0
www.vinife.tech,15,3.189898,0
support.owsuucuc.com,20,3.146439,0
assets.lument.net,17,3.013071,0
support.topu.info,17,3.175123,0
a855066e7f089b62fb9584fe5c0e75edf.b81ec19c072c92cc4c97b633.120958707a8daffafdec.ee0c666d880af855f4f507df3.data-exfil.com,120,4.221854,1
support.upve.edu,16,3.155639,0
Z=RLiMCUM2haG97vQRc0H.sOYdSqwIevbqNTI5skE=EL.wbilbUpvwGNsoPX4OHAhiLJQf.KljAKQCW19YGAQUGgXG4ih+WdvDf=.botnet.xyz,111,5.618709,1
Jy/Runy9mCF5j/NCGbPpG.MqT6rPp1FBbYCdnQlupiHGI073a0UnCN2Mv.Tc=KtZMsQ/Z5L2v37DKEPj+Lw6S.data-exfil.com,100,5.671014,1
static.ciowattiar.org,21,3.177566,0
4ylzT6nrkfxvFTIGM8BlI9Ze/HYAmc.3Pm7pw82wegLMInTt/VVemZ.sG0J6LOlJwmV=nc8AfglhYrpsrEJw6h.exfil.ru,95,5.3525,1
support.ulouous.net,19,3.155565,0
login.nujeelno.edu,18,3.19716,0
auth.hoad.app,13,2.873141,0
docs.ioge.edu,13,3.085055,0
support.unnebu.net,18,3.19716,0
login.utlu.tech,15,3.373557,0
docs.tuouotop.com,17,2.933955,0
mail.iocu.com,13,2.931209,0
media.miance.com,16,3.07782,0
f64bc13c530b54501f88454c4dc892.9274753e9cd6afeaf27b1dff7b8b197b7f.d45d1ac3cdfaaf3accaf69.3905b17ec7f23f3cbbd6e8b77859500.exfil.ru,129,4.17726,1
U3KO6zeDm9EeHhQGiZLSa=a.JYKCk/HdjzqO/a8e3oRm5nQEgY7A.v/onoXWpBTR+Vx8AacHeFbG75uKkke.c2server.net,96,5.537782,1
mail.imdiem.dev,15,2.872906,0
assets.atgeive.co,17,3.175123,0
login.gine.dev,14,3.093069,0
repete.org,10,2.646439,0
vukeguno.net,12,3.084963,0
cdn.onud.biz,12,3.084963,0
support.inghi.biz,17,3.572469,0
C27e3VSwrPQ5LpVFmopao4wCB0+xli8NZI+.QufXYZGb+eameZ4VCQxzrZ9K8tXD3./6VdPKgB32G7VLH1u3IU4v4v5AwVj6L.data-exfil.com,112,5.543526,1
docs.acod.app,13,2.777363,0
www.owrite.tech,15,2.973557,0
api.puofictoof.app,18,3.016876,0
REgutY3ZXcf/H1kC+bvXrfVfc7lO.HYHR2E6Z7axRV1YKThzojr1jl24QVh.kq/UxL+AqmUAN1tnLNy3V.tunnel.io,91,5.416759,1
erance.gov,10,3.121928,0
docs.noig.com,13,3.026987,0
cdn.ceun.tech,13,2.873141,0
www.etpu.biz,12,3.022055,0
auth.tual.app,13,2.719295,0
I0ShJiE5YzZlRLLNF3+nyyZ.zM2tVKsFApNYWJjvdlIOtl9VJBStJbG.data-exfil.com,70,5.34707,1
yUNQxqUxl5UDGsfG9IlQ.oZE1jKEqH7NO+HjpVvuOIULeoZ5U9y5J.JHRwhwMwmYEnt1EjrmLzZN.data-exfil.com,91,5.374185,1
media.bozita.io,15,3.189898,0
blog.ibleon.net,15,3.106891,0
shop.iopeeaes.dev,17,3.146286,0
www.riim.io,11,2.413088,0
support.rourreuc.net,20,3.184184,0
static.eayo.io,14,3.093069,0
assets.medizeit.io,18,3.155222,0
login.zicu.biz,14,3.182006,0
DeBxv3wAV4+0QusxKQo=fskfa/F.zhIb5ZK=VzSc7cnXNlKL1.KvbEj95rhED4VMUF99dYK4wHYHnjTq.data-exfil.com,95,5.592026,1
docs.emdoro.app,15,3.189898,0
static.didi.org,15,3.189898,0
shop.irfi.app,13,3.026987,0
login.tite.tech,15,3.189898,0
shop.soubku.app,15,3.056565,0
www.enjeac.co,13,2.873141,0
A+OuVHsBF3z844CuXY8CY1VxNJVuVh/GsZ.jO69QWdZ6JfPEMjYtK6cEIfWesoo.evil-corp.net,77,5.41894,1
heroopuc.org,12,3.022055,0
6ZtJvIuaEqJFqp2WWgdG7v42KWi.5MYQxMJs3JuO5ADoNxsUlQuwR.LicvTRuH7E8Ui8HYQsF/wdft+37R5.botnet.xyz,94,5.482312,1
shop.secu.co,12,2.918296,0
blog.gomo.tech,14,3.182006,0
=ttXnb5fhBTT+2NWJq6FBv.osePJIBaF2Qm8bGrzM+Y3=Tq.gNxKFi14Zx1FG=D8Wi85wLnx9WtE.evil-corp.net,90,5.483031,1
docs.iocado.net,15,3.189898,0
www.laiateda.co,15,3.139572,0
blog.leni.org,13,3.085055,0
auth.ruitieli.edu,17,3.175123,0
mail.ibleil.edu,15,3.006239,0
docs.itwo.io,12,2.855389,0
auth.tuob.tech,14,3.039149,0
blog.kolo.net,13,3.026987,0
mail.mealie.com,15,2.923231,0
vusiummalu.app,14,3.039149,0
eEPa65151yJidLkskqId.sHwq/=1AbyeCDyRL8=ro.Cb6a5Hu=kLpMSr5BmrNwO=.evil-corp.net,78,5.221049,1
auth.tionacuaof.io,18,3.19716,0
assets.docious.co,17,3.101881,0
blog.rere.net,13,3.026987,0
mail.peed.dev,13,3.026987,0
Jgii4rqfuX1JT+MlDDIRqiVwd4XevizKOW.TwM408moHYXNtXyi7pD+UGQDA5BN6IbDn9.c2server.net,82,5.437016,1
assets.zifa.biz,15,3.056565,0
media.ododabbeoa.info,21,3.177566,0
docs.fosood.io,14,2.549523,0
www.iaac.co,11,2.481715,0
6b098e82203e356977d86c66d5.a5e01459147e1e7bb0b7e32d27aa4accf.2456224172e4cb921a97e.36144188fded0f14ea0fa0574736d06.evil-corp.net,128,4.321518,1
f0005b83c70d693b3c256e14354590ea.8be231b6fa9ee5aad9cf10a4e8.botnet.xyz,70,4.288083,1
www.otma.app,12,2.688722,0
assets.sizo.edu,15,3.106891,0
shop.luow.gov,13,3.180833,0
855ffb723b09d17d76710.f323d9d84e3dea1aedf8e16f18b2.35bbc1da544205b89b2ee0b05.c2server.net,89,4.212662,1
fd3dc50a70b053350dc546d0.4b0e6a8caa6e393b1723862e4cd5f5271.253bbd22936f1263b9ed09feee.21e53cc3ebb61b7fea6b22.data-exfil.com,123,4.219064,1
assets.kiheat.net,17,3.013071,0
aeLxzB5oAbkOSyuXw6xSCjyKJWWEayV.WPXUvh9tRmS8=bEvmAmebNpkE/JtaeZmEG0.evil-corp.net,81,5.356532,1
blog.kehe.tech,14,3.182006,0
assets.ancege.io,16,3.155639,0
mo982qX7T427giZXbQNq1jpdYo84D1WYXME.ffMriJB=m8M7oqpq8702tQNnRqaARC5Gg.IHoteGI/R9kYcusUY5X=c1g.data-exfil.com,108,5.481526,1
shop.sese.dev,13,2.815072,0
auth.zafe.app,13,3.026987,0
shop.ziticoti.biz,17,3.146286,0
static.oaobac.io,16,2.905639,0
5faa2f19a86f24e0983751bfe65.65bad6bef9128d485b212.a46ae5e01d65ab743e524725ff0eda.ea32084dd05db81f5bb3337321ba13.c2server.net,124,4.153951,1
winopimiio.org,14,2.896292,0
login.onde.com,14,3.182006,0
docs.etodne.com,15,3.056565,0
mail.demaod.app,15,3.056565,0
blog.junu.co,12,3.084963,0
cdn.zejo.io,11,3.095795,0
27fac3e5e548b9101bc84c4741bc4.06797a00735834ac8d63fdf628.1bc92592af5aadc9907d1a.data-exfil.com,94,4.318139,1
blog.obil.gov,13,2.719295,0
mail.iblewi.dev,15,3.189898,0
ddb467123797bc55a60affc6171b66c.d134d33c7505fd1914f80ccad0.bd238a08e5fd414ded56765f7b8.3ece2954a29bf0bc8ed84.evil-corp.net,122,4.357852,1
blog.elzega.biz,15,3.106891,0
www.uealfiun.edu,16,3.155639,0
cdn.pociriun.info,17,3.175123,0
fd509e9bc321996d000671.b17572f7b9fb0ec7bc38.7ba2a2ebb61f903063d0.6827eee4da397c1698372b5941.evil-corp.net,105,4.322712,1
/1UOJ0sQJXD3gB/OR4y3/9GSJ/=D14V.nrN3pe+9D=k3UMNYlnTGHIGXr6db5.botnet.xyz,72,5.256391,1
static.itva.tech,16,3.0,0
pumomusu.io,11,2.663533,0
api.sesuce.dev,14,3.182006,0
docs.onidipid.info,18,2.974938,0
support.vupoit.app,18,3.080501,0
blog.foko.com,13,2.931209,0
support.ening.biz,17,3.616875,0
media.dayepa.edu,16,2.983459,0
shop.onow.biz,13,3.180833,0
docs.ousgugi.io,15,2.923231,0
static.eafeemance.tech,22,3.192418,0
www.emac.gov,12,3.022055,0
815613c17285cb13a4970b63af.4fcf727c0dd9a73763bab4ec326874f0.fcb00010706ae0864b48d8a868142a6.exfil.ru,100,4.174947,1
login.iden.dev,14,3.093069,0
docs.sopadezodo.dev,19,3.090033,0
support.zoum.co,15,3.189898,0
support.otofofuf.info,21,3.077573,0
assets.arum.co,14,3.182006,0
www.toubge.net,14,3.039149,0
=4xQhpac5/Z4l=RKbCEmpaU./vpsXZyD=Lm0eyAu3OYXN=P0L.9YWqL1OA0//7aeS2BUCtbgLUWUaaq.c2server.net,92,5.341724,1
GJNScJFUmS7tD/Q95i/nIX.eoyLxijVcYX2JQTlwj4BTR8.e319sWEUCNL4IAaVdbrHIFA/Y.data-exfil.com,87,5.508642,1
67812dd7247bc47c15ff.b0c7f8267a9ad6db91388c411.fd2e23a3b31d48b2707bb.evil-corp.net,82,4.36164,1
media.yaoroa.org,16,3.155639,0
00445c017ee08e3300597f4b.194e8553fc79316836cbb123f6df2219d.75a10b3742115eb46d547ae0708545d.e5f8a147a64e053ea5da21b.data-exfil.com,129,4.244835,1
auth.hohuatsa.net,17,3.013071,0
www.suoc.dev,12,3.022055,0
blog.iooaed.edu,15,3.189898,0
assets.ciil.net,15,3.056565,0
8rq304UjmHsqjdL/LrSI0C0K2oe.TvdwZH9f5iyRo7I24bYam6P.SNHMkxd/fE5qo/CytDmSQnB62a.tunnel.io,88,5.473136,1
docs.isodithi.com,17,3.057476,0
shop.oxov.biz,13,3.180833,0
mail.etmibo.com,15,3.189898,0
login.tiet.tech,15,3.189898,0
95+ObxVBgKaN+XYJWxUFviT3NeBegs8H.6n9vQdjchdDwTtvr9uMfMRgjNGwfe+TfC+a.c2server.net,81,5.268319,1
media.faet.dev,14,3.039149,0
www.vuviil.info,15,3.006239,0
docs.wodoni.org,15,3.106891,0
login.suun.gov,14,3.093069,0
